pagina	pregunta	incisos
99	que_muestra	c
99	intencion	b
99	localizacion_problema	b
99	involucrados	c
99	formalidad	a
99	nivel_educacion	b
99	tono	b
99	emociones	g
99	tipo_entidad	c
99	origen_entidad	b
99	proposito	d
99	informacion_presentada	a
99	vision	d
99	consecuencias	d
99	que_muestra	c
99	intencion	b
99	localizacion_problema	b
99	involucrados	c
99	formalidad	a
99	nivel_educacion	b
99	tono	b
99	emociones	h
45	tipo_entidad	b
45	origen_entidad	a
45	proposito	h
45	informacion_presentada	a
45	vision	d
45	consecuencias	a
45	que_muestra	c
45	intencion	e
45	localizacion_problema	b
45	involucrados	a e f
45	formalidad	a
45	nivel_educacion	b
45	tono	b
45	emociones	e
45	tipo_entidad	b
45	origen_entidad	a
45	proposito	h
45	informacion_presentada	a
45	vision	d
45	consecuencias	d
45	que_muestra	c
45	intencion	e
45	localizacion_problema	c
45	involucrados	e
45	formalidad	a
45	nivel_educacion	b
45	tono	a
45	emociones	g
45	tipo_entidad	b
45	origen_entidad	b
45	proposito	h
45	informacion_presentada	a
45	vision	d
45	consecuencias	d
45	que_muestra	d
45	intencion	e
45	localizacion_problema	c
45	involucrados	e
45	formalidad	a
45	nivel_educacion	b
45	tono	b
45	emociones	g
198	tipo_entidad	a
198	origen_entidad	b
198	proposito	d
198	informacion_presentada	a
198	vision	d
198	consecuencias	c
198	que_muestra	d
198	intencion	a
198	localizacion_problema	b
198	involucrados	f e c
198	formalidad	a
198	nivel_educacion	b
198	tono	b
198	emociones	f
198	tipo_entidad	a
198	origen_entidad	b
198	proposito	d
198	informacion_presentada	a
198	vision	d
198	consecuencias	c
198	que_muestra	d
198	intencion	a
198	localizacion_problema	b
198	involucrados	a f b
198	formalidad	a
198	nivel_educacion	b
198	tono	b
198	emociones	d
198	tipo_entidad	a
198	origen_entidad	b
198	proposito	d
198	informacion_presentada	a
198	vision	d
198	consecuencias	c
198	que_muestra	c
198	intencion	a
198	localizacion_problema	b
198	involucrados	c
198	formalidad	a
198	nivel_educacion	b
198	tono	b
198	emociones	h
522	tipo_entidad	h
522	origen_entidad	b
522	proposito	d
522	informacion_presentada	a
522	vision	d
522	consecuencias	c
522	que_muestra	a
522	intencion	b
522	localizacion_problema	b
522	involucrados	d
522	formalidad	a
522	nivel_educacion	b
522	tono	b
522	emociones	h
522	tipo_entidad	h
522	origen_entidad	b
522	proposito	d
522	informacion_presentada	a
522	vision	d
522	consecuencias	c
522	que_muestra	d
522	intencion	a
522	localizacion_problema	b
522	involucrados	c
522	formalidad	a
522	nivel_educacion	b
522	tono	b
522	emociones	a
522	tipo_entidad	h
522	origen_entidad	b
522	proposito	d
522	informacion_presentada	a
522	vision	d
522	consecuencias	a
522	que_muestra	c
522	intencion	a
522	localizacion_problema	c
522	involucrados	b
522	formalidad	a
522	nivel_educacion	b
522	tono	b
522	emociones	h
345	tipo_entidad	b
345	origen_entidad	b
345	proposito	g d
345	informacion_presentada	a
345	vision	d
345	consecuencias	d
345	que_muestra	d
345	intencion	c
345	localizacion_problema	b
345	involucrados	a f e b
345	formalidad	a
345	nivel_educacion	b
345	tono	a
345	emociones	f
345	tipo_entidad	b
345	origen_entidad	b
345	proposito	g d
345	informacion_presentada	a
345	vision	d
345	consecuencias	c
345	que_muestra	c
345	intencion	b
345	localizacion_problema	b
345	involucrados	a g
345	formalidad	a
345	nivel_educacion	b
345	tono	a
345	emociones	h
345	tipo_entidad	b
345	origen_entidad	b
345	proposito	d
345	informacion_presentada	a
345	vision	d
345	consecuencias	c
345	que_muestra	c
345	intencion	b
345	localizacion_problema	b
345	involucrados	g e c
345	formalidad	a
345	nivel_educacion	b
345	tono	a
345	emociones	a
277	tipo_entidad	c
277	origen_entidad	b
277	proposito	d
277	informacion_presentada	a
277	vision	d
277	consecuencias	c
277	que_muestra	c
277	intencion	a
277	localizacion_problema	b
277	involucrados	c
277	formalidad	a
277	nivel_educacion	b
277	tono	a
277	emociones	g
277	tipo_entidad	c
277	origen_entidad	b
277	proposito	d
277	informacion_presentada	a
277	vision	d
277	consecuencias	c
277	que_muestra	c
277	intencion	a
277	localizacion_problema	b
277	involucrados	b
277	formalidad	a
277	nivel_educacion	b
277	tono	a
277	emociones	e
277	tipo_entidad	c
277	origen_entidad	b
277	proposito	d
277	informacion_presentada	a
277	vision	d
277	consecuencias	c
277	que_muestra	c
277	intencion	a
277	localizacion_problema	b
277	involucrados	f e c h
277	formalidad	a
277	nivel_educacion	b
277	tono	b
277	emociones	g
40	tipo_entidad	a
40	origen_entidad	b
40	proposito	d
40	informacion_presentada	a
40	vision	d
40	consecuencias	b
40	que_muestra	c
40	intencion	a
40	localizacion_problema	b
40	involucrados	b c
40	formalidad	a
40	nivel_educacion	b
40	tono	b
40	emociones	g
40	tipo_entidad	a
40	origen_entidad	b
40	proposito	d
40	informacion_presentada	a
40	vision	d
40	consecuencias	c
40	que_muestra	c
40	intencion	a
40	localizacion_problema	b
40	involucrados	f c
40	formalidad	a
40	nivel_educacion	b
40	tono	b
40	emociones	e
40	tipo_entidad	h
40	origen_entidad	b
40	proposito	d
40	informacion_presentada	a
40	vision	d
40	consecuencias	c
40	que_muestra	c
40	intencion	a
40	localizacion_problema	b
40	involucrados	c
40	formalidad	a
40	nivel_educacion	b
40	tono	b
40	emociones	d
556	tipo_entidad	h
556	origen_entidad	b
556	proposito	d
556	informacion_presentada	a
556	vision	d
556	consecuencias	b
556	que_muestra	c
556	intencion	a
556	localizacion_problema	c
556	involucrados	b g c f
556	formalidad	a
556	nivel_educacion	b
556	tono	a
556	emociones	h
556	tipo_entidad	h
556	origen_entidad	b
556	proposito	d
556	informacion_presentada	a
556	vision	d
556	consecuencias	c
556	que_muestra	c
556	intencion	a
556	localizacion_problema	b
556	involucrados	c
556	formalidad	a
556	nivel_educacion	b
556	tono	b
556	emociones	h
556	tipo_entidad	h
556	origen_entidad	b
556	proposito	d
556	informacion_presentada	a
556	vision	d
556	consecuencias	b
556	que_muestra	c
556	intencion	a
556	localizacion_problema	c
556	involucrados	c
556	formalidad	a
556	nivel_educacion	b
556	tono	b
556	emociones	h
276	tipo_entidad	c
276	origen_entidad	b
276	proposito	d
276	informacion_presentada	a
276	vision	d
276	consecuencias	a
276	que_muestra	a
276	intencion	c
276	localizacion_problema	b
276	involucrados	f g e a b c
276	formalidad	a
276	nivel_educacion	b
276	tono	a
276	emociones	d
276	tipo_entidad	b
276	origen_entidad	b
276	proposito	b
276	informacion_presentada	a
276	vision	d
276	consecuencias	a
276	que_muestra	c
276	intencion	c
276	localizacion_problema	c
276	involucrados	f e c
276	formalidad	a
276	nivel_educacion	b
276	tono	b
276	emociones	c
276	tipo_entidad	b
276	origen_entidad	b
276	proposito	a
276	informacion_presentada	a
276	vision	d
276	consecuencias	a
276	que_muestra	c
276	intencion	c
276	localizacion_problema	b
276	involucrados	d
276	formalidad	a
276	nivel_educacion	b
276	tono	a
276	emociones	h
572	tipo_entidad	c
572	origen_entidad	b
572	proposito	g d
572	informacion_presentada	a
572	vision	d
572	consecuencias	a
572	que_muestra	d
572	intencion	a
572	localizacion_problema	b
572	involucrados	f g e d
572	formalidad	a
572	nivel_educacion	b
572	tono	b
572	emociones	g
572	tipo_entidad	h
572	origen_entidad	b
572	proposito	g e d
572	informacion_presentada	a
572	vision	d
572	consecuencias	a
572	que_muestra	c
572	intencion	b
572	localizacion_problema	c
572	involucrados	g c
572	formalidad	a
572	nivel_educacion	b
572	tono	a
572	emociones	h
572	tipo_entidad	c
572	origen_entidad	b
572	proposito	g e d
572	informacion_presentada	a
572	vision	d
572	consecuencias	a
572	que_muestra	d
572	intencion	b
572	localizacion_problema	b
572	involucrados	f c d
572	formalidad	a
572	nivel_educacion	b
572	tono	a
572	emociones	h
115	tipo_entidad	h
115	origen_entidad	b
115	proposito	d
115	informacion_presentada	a
115	consecuencias	c
115	que_muestra	c
115	intencion	a
115	localizacion_problema	b
115	involucrados	a f b
115	formalidad	a
115	nivel_educacion	b
115	tono	b
115	emociones	h
115	tipo_entidad	a
115	origen_entidad	b
115	proposito	d
115	informacion_presentada	a
115	vision	d
115	consecuencias	c
115	que_muestra	c
115	intencion	a
115	localizacion_problema	b
115	involucrados	b f d
115	formalidad	a
115	nivel_educacion	b
115	tono	b
115	emociones	h
115	tipo_entidad	a
115	origen_entidad	b
115	proposito	d
115	informacion_presentada	a
115	consecuencias	c
115	que_muestra	d
115	intencion	b
115	localizacion_problema	c
115	involucrados	c
115	formalidad	a
115	tono	b
115	emociones	h
478	tipo_entidad	b
478	origen_entidad	b
478	proposito	d
478	informacion_presentada	a
478	vision	d
478	consecuencias	a
478	que_muestra	c
478	intencion	a
478	localizacion_problema	b
478	involucrados	b
478	formalidad	a
478	nivel_educacion	b
478	tono	a
478	emociones	h
478	tipo_entidad	b
478	origen_entidad	b
478	proposito	d
478	informacion_presentada	a
478	vision	d
478	consecuencias	c
478	que_muestra	d
478	intencion	b
478	localizacion_problema	c
478	involucrados	f h c d
478	formalidad	a
478	nivel_educacion	b
478	tono	a
478	emociones	h
478	tipo_entidad	b
478	origen_entidad	b
478	proposito	d
478	informacion_presentada	a
478	vision	d
478	consecuencias	a
478	que_muestra	d
478	intencion	b
478	localizacion_problema	c
478	involucrados	c
478	formalidad	a
478	nivel_educacion	b
478	tono	a
478	emociones	h
154	tipo_entidad	h
154	origen_entidad	b
154	proposito	d
154	informacion_presentada	a
154	vision	a b d
154	consecuencias	c
154	que_muestra	c
154	intencion	b
154	localizacion_problema	b
154	involucrados	f e d
154	formalidad	a
154	nivel_educacion	b
154	tono	a
154	emociones	g
154	tipo_entidad	h
154	origen_entidad	b
154	proposito	b
154	informacion_presentada	a
154	vision	d
154	consecuencias	c
154	que_muestra	c
154	intencion	a
154	localizacion_problema	b
154	involucrados	f c d
154	formalidad	a
154	nivel_educacion	b
154	tono	a
154	emociones	h
154	tipo_entidad	h
154	origen_entidad	b
154	proposito	b
154	informacion_presentada	a
154	vision	d
154	consecuencias	c
154	que_muestra	c
154	intencion	a
154	localizacion_problema	b
154	involucrados	b c f
154	formalidad	a
154	nivel_educacion	b
154	tono	b
154	emociones	c
125	tipo_entidad	h
125	origen_entidad	b
125	proposito	d
125	informacion_presentada	a
125	vision	d
125	consecuencias	d
125	que_muestra	d
125	intencion	a
125	localizacion_problema	c
125	involucrados	e
125	formalidad	a
125	nivel_educacion	b
125	tono	b
125	emociones	h
125	tipo_entidad	h
125	origen_entidad	b
125	proposito	e
125	informacion_presentada	a
125	vision	d
125	consecuencias	d
125	que_muestra	d
125	intencion	a
125	localizacion_problema	c
125	involucrados	f e c d h
125	formalidad	a
125	nivel_educacion	b
125	tono	b
125	emociones	h
125	tipo_entidad	h
125	origen_entidad	b
125	proposito	d
125	informacion_presentada	a
125	vision	d
125	consecuencias	c
125	que_muestra	d
125	intencion	a
125	localizacion_problema	c
125	involucrados	b
125	formalidad	a
125	nivel_educacion	b
125	tono	b
125	emociones	h
471	tipo_entidad	d
471	origen_entidad	a
471	proposito	b
471	informacion_presentada	b
471	vision	d
471	consecuencias	c
471	que_muestra	b
471	localizacion_problema	c
471	involucrados	f g c d
471	formalidad	a
471	nivel_educacion	b
471	tono	b
471	emociones	c
471	tipo_entidad	d
471	origen_entidad	a
471	proposito	e
471	informacion_presentada	b
471	vision	d
471	consecuencias	c
471	que_muestra	b
471	intencion	a
471	localizacion_problema	b
471	involucrados	b
471	formalidad	a
471	nivel_educacion	b
471	tono	b
471	emociones	g
471	tipo_entidad	d
471	origen_entidad	a
471	proposito	b
471	informacion_presentada	a c b
471	vision	d
471	consecuencias	c
471	que_muestra	d
471	intencion	d
471	localizacion_problema	b
471	involucrados	c
471	formalidad	a
471	nivel_educacion	b
471	tono	b
471	emociones	c
430	tipo_entidad	b
430	origen_entidad	b
430	proposito	d
430	informacion_presentada	a
430	vision	d
430	consecuencias	c
430	que_muestra	c
430	intencion	a
430	localizacion_problema	b
430	involucrados	f e d
430	formalidad	a
430	nivel_educacion	b
430	tono	a
430	emociones	h
430	tipo_entidad	b
430	origen_entidad	b
430	proposito	d
430	informacion_presentada	a
430	vision	d
430	consecuencias	c
430	que_muestra	c
430	intencion	a
430	localizacion_problema	a
430	involucrados	a f
430	formalidad	a
430	nivel_educacion	b
430	tono	a
430	emociones	e
430	tipo_entidad	b
430	origen_entidad	a
430	proposito	d
430	informacion_presentada	a
430	vision	d
430	consecuencias	c
430	que_muestra	c
430	intencion	a
430	localizacion_problema	b
430	involucrados	e c d
430	formalidad	a
430	nivel_educacion	b
430	tono	a
430	emociones	f
121	tipo_entidad	h
121	origen_entidad	b
121	proposito	d
121	informacion_presentada	a
121	vision	d
121	consecuencias	a
121	que_muestra	c
121	intencion	a
121	localizacion_problema	c
121	involucrados	c
121	formalidad	a
121	nivel_educacion	b
121	tono	b
121	emociones	f
121	tipo_entidad	h
121	origen_entidad	b
121	proposito	d
121	informacion_presentada	a
121	vision	d
121	consecuencias	a
121	que_muestra	b
121	intencion	b
121	localizacion_problema	c
121	involucrados	c
121	formalidad	a
121	nivel_educacion	b
121	tono	b
121	emociones	h
121	tipo_entidad	h
121	origen_entidad	b
121	proposito	d
121	informacion_presentada	a
121	vision	d
121	consecuencias	a
121	que_muestra	c
121	intencion	b
121	localizacion_problema	b
121	involucrados	b c f
121	formalidad	a
121	nivel_educacion	b
121	tono	a
121	emociones	h
329	tipo_entidad	h
329	origen_entidad	b
329	proposito	b
329	informacion_presentada	a
329	vision	d
329	consecuencias	c
329	que_muestra	d
329	intencion	e
329	localizacion_problema	c
329	involucrados	c
329	formalidad	a
329	nivel_educacion	b
329	tono	b
329	emociones	f
329	tipo_entidad	e
329	origen_entidad	a
329	proposito	d
329	informacion_presentada	a
329	vision	d
329	consecuencias	a
329	que_muestra	d
329	intencion	a
329	localizacion_problema	a
329	involucrados	f c d
329	formalidad	a
329	tono	b
329	emociones	c
329	tipo_entidad	h
329	origen_entidad	a
329	proposito	d
329	informacion_presentada	a
329	consecuencias	c
329	que_muestra	d
329	intencion	a
329	localizacion_problema	c
329	involucrados	b
329	formalidad	a
329	nivel_educacion	b
329	tono	b
329	emociones	g
13	tipo_entidad	c
13	origen_entidad	b
13	proposito	d
13	informacion_presentada	a
13	vision	d
13	consecuencias	c
13	que_muestra	c
13	intencion	b
13	localizacion_problema	b
13	involucrados	f g e a b d
13	formalidad	a
13	nivel_educacion	b
13	tono	b
13	emociones	a
13	tipo_entidad	h
13	origen_entidad	b
13	proposito	d
13	informacion_presentada	a
13	vision	d
13	consecuencias	c
13	que_muestra	b
13	intencion	b
13	localizacion_problema	b
13	involucrados	b
13	formalidad	a
13	nivel_educacion	b
13	tono	b
13	emociones	a
13	tipo_entidad	c
13	origen_entidad	b
13	proposito	d
13	informacion_presentada	a
13	vision	d
13	consecuencias	c
13	que_muestra	c
13	intencion	a
13	localizacion_problema	b
13	involucrados	f e b c d
13	formalidad	a
13	nivel_educacion	b
13	tono	b
13	emociones	e
256	tipo_entidad	a
256	origen_entidad	a
256	proposito	d
256	informacion_presentada	a
256	vision	d
256	consecuencias	a
256	que_muestra	c
256	intencion	c
256	localizacion_problema	b
256	involucrados	c
256	formalidad	a
256	nivel_educacion	b
256	tono	a
256	emociones	h
256	tipo_entidad	h
256	origen_entidad	b
256	proposito	e
256	informacion_presentada	a
256	vision	d
256	consecuencias	d
256	que_muestra	c
256	intencion	c
256	localizacion_problema	b
256	involucrados	c
256	formalidad	a
256	nivel_educacion	b
256	tono	a
256	emociones	h
256	tipo_entidad	a
256	origen_entidad	a
256	proposito	g e
256	informacion_presentada	a
256	vision	d
256	consecuencias	d
256	que_muestra	c
256	intencion	b
256	localizacion_problema	c
256	involucrados	a
256	formalidad	a
256	nivel_educacion	b
256	tono	a
256	emociones	g
131	tipo_entidad	a
131	origen_entidad	a
131	proposito	d
131	informacion_presentada	a
131	vision	d
131	consecuencias	a
131	que_muestra	c
131	intencion	a
131	localizacion_problema	b
131	involucrados	g
131	formalidad	a
131	nivel_educacion	b
131	tono	b
131	emociones	g
131	tipo_entidad	a
131	origen_entidad	b
131	proposito	d
131	informacion_presentada	a
131	vision	a b d
131	consecuencias	c
131	que_muestra	d
131	intencion	c
131	localizacion_problema	b
131	involucrados	a f g b
131	formalidad	a
131	nivel_educacion	b
131	tono	b
131	emociones	h
131	tipo_entidad	a
131	origen_entidad	b
131	proposito	d
131	informacion_presentada	a
131	vision	d
131	consecuencias	a
131	que_muestra	c
131	intencion	a
131	localizacion_problema	b
131	involucrados	e
131	formalidad	a
131	nivel_educacion	b
131	tono	b
131	emociones	h
117	tipo_entidad	h
117	origen_entidad	b
117	proposito	d
117	informacion_presentada	a
117	vision	d
117	consecuencias	a
117	que_muestra	c
117	intencion	a
117	localizacion_problema	b
117	involucrados	c
117	formalidad	a
117	nivel_educacion	b
117	tono	b
117	emociones	g
117	tipo_entidad	h
117	origen_entidad	b
117	proposito	d
117	informacion_presentada	a
117	vision	d
117	consecuencias	b
117	que_muestra	c
117	intencion	a
117	localizacion_problema	b
117	involucrados	b
117	formalidad	a
117	nivel_educacion	b
117	tono	b
117	emociones	g
117	tipo_entidad	h
117	origen_entidad	b
117	proposito	d
117	informacion_presentada	a
117	vision	d
117	consecuencias	b
117	que_muestra	c
117	intencion	a
117	localizacion_problema	c
117	involucrados	c
117	formalidad	a
117	nivel_educacion	b
117	tono	a
117	emociones	h
359	tipo_entidad	h
359	origen_entidad	b
359	proposito	d
359	informacion_presentada	a
359	vision	d
359	consecuencias	c
359	que_muestra	c
359	intencion	e
359	localizacion_problema	b
359	involucrados	f e c
359	formalidad	a
359	nivel_educacion	b
359	tono	a
359	emociones	h
359	tipo_entidad	h
359	origen_entidad	a
359	proposito	d
359	informacion_presentada	a
359	vision	d
359	consecuencias	c
359	que_muestra	c
359	intencion	c
359	localizacion_problema	b
359	involucrados	a e
359	formalidad	a
359	nivel_educacion	b
359	tono	b
359	emociones	f e d
359	tipo_entidad	h
359	origen_entidad	b
359	proposito	d
359	informacion_presentada	a
359	vision	d
359	consecuencias	c
359	que_muestra	c
359	intencion	c
359	localizacion_problema	b
359	involucrados	b c
359	formalidad	a
359	nivel_educacion	b
359	tono	a
359	emociones	f
57	tipo_entidad	h
